Gemeindeschlüssel,plz,ort,bundesland,energietraeger,einspeisespannungsebene,leistung,einspeisemanagement,inbetriebnahme,netzzugang,ausserbetriebnahme,netzabgang,netzbetreiber,eiccode,bnetznr,anlagenschluessel,zaehlpunktbezeichnung,leistungsgemesseneanlage,aggregatzustandfluessig,aggregatzustandgas,aggregatzustandfest,anlagenuntertyp,pruefergebnis,status,markierung,menge_kwh,jahr
0723206292,54595,Pittenbach,RP,WIN,MS,1000,regelbar und abrufbar nach § 6 EEG Abs.1,30/07/2003,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E31238010000000000000050272011489,DE0001815459500000000000000502720,Ja,,,,,,,0,1175705,2019
0723206284,54614,Oberlauch,RP,WIN,MS,600,regelbar und abrufbar nach § 6 EEG Abs.1,23/10/2003,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E31238010000000000000051980701032,DE0001815461400000000000000519807,Ja,,,,,,,0,954244,2019
0723201201,54687,Arzfeld,RP,WIN,HS/MS,1800,regelbar nach § 6 EEG Abs. 1 und Vorraussetzung nach § 3 MaPrV erfüllt,21/03/2003,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E31238010000000000000052080300684,DE0001815468700000000000000520803,Ja,,,,,,,0,2489980,2019
0723201201,54687,Arzfeld,RP,WIN,HS/MS,1800,regelbar nach § 6 EEG Abs. 1 und Vorraussetzung nach § 3 MaPrV erfüllt,11/06/2003,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E31238010000000000000052080300685,DE0001815468700000000000000520803,Ja,,,,,,,0,2593715,2019
0723201201,54687,Arzfeld,RP,WIN,HS/MS,1800,regelbar nach § 6 EEG Abs. 1 und Vorraussetzung nach § 3 MaPrV erfüllt,07/11/2003,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E31238010000000000000052080300686,DE0001815468700000000000000520803,Ja,,,,,,,0,2593715,2019
0723201201,54687,Arzfeld,RP,WIN,HS/MS,800,regelbar nach § 6 EEG Abs. 1 und Vorraussetzung nach § 3 MaPrV erfüllt,21/03/2011,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E31238010000000000000052080301988,DE0001815468700000000000000520803,Ja,,,,,,,0,1342729,2019
0723201201,54687,Arzfeld,RP,WIN,HS/MS,2300,regelbar nach § 6 EEG Abs. 1 und Vorraussetzung nach § 3 MaPrV erfüllt,20/09/2011,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E31238010000000000000052080301990,DE0001815468700000000000000520803,Ja,,,,,,,0,4104394,2019
0723201201,54687,Arzfeld,RP,WIN,HS/MS,1800,regelbar nach § 6 EEG Abs. 1 und Vorraussetzung nach § 3 MaPrV erfüllt,26/07/2004,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E31238010000000000000052080320622,DE0001815468700000000000000520803,Ja,,,,,,,0,2593715,2019
0723201201,54687,Arzfeld,RP,WIN,HS/MS,1800,regelbar nach § 6 EEG Abs. 1 und Vorraussetzung nach § 3 MaPrV erfüllt,14/11/2003,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E31238010000000000000052080320626,DE0001815468700000000000000520803,Ja,,,,,,,0,2593715,2019
0723201201,54687,Arzfeld,RP,WIN,HS/MS,1800,regelbar nach § 6 EEG Abs. 1 und Vorraussetzung nach § 3 MaPrV erfüllt,17/11/2003,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E31238010000000000000052080320627,DE0001815468700000000000000520803,Ja,,,,,,,0,2593715,2019
0723201201,54687,Arzfeld,RP,WIN,HS/MS,1800,regelbar nach § 6 EEG Abs. 1 und Vorraussetzung nach § 3 MaPrV erfüllt,19/11/2003,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E31238010000000000000052080320628,DE0001815468700000000000000520803,Ja,,,,,,,0,2593715,2019
0723201201,54687,Arzfeld,RP,WIN,HS/MS,1800,regelbar nach § 6 EEG Abs. 1 und Vorraussetzung nach § 3 MaPrV erfüllt,29/07/2004,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E31238010000000000000052080320629,DE0001815468700000000000000520803,Ja,,,,,,,0,2723350,2019
0713502028,56761,Eulgem,RP,WIN,MS,1500,regelbar und abrufbar nach § 6 EEG Abs.1,11/12/2003,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E31238010000000000000052924301500,DE0001815676100000000000000529243,Ja,,,,,,,0,2150681,2019
0713502028,56761,Eulgem,RP,WIN,MS,1500,regelbar und abrufbar nach § 6 EEG Abs.1,11/12/2003,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E31238010000000000000052924311378,DE0001815676100000000000000529243,Ja,,,,,,,0,2150681,2019
0713502028,56761,Eulgem,RP,WIN,MS,1500,regelbar und abrufbar nach § 6 EEG Abs.1,15/12/2003,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E31238010000000000000052924318045,DE0001815676100000000000000529243,Ja,,,,,,,0,2150681,2019
0713502028,56761,Eulgem,RP,WIN,MS,1500,regelbar und abrufbar nach § 6 EEG Abs.1,10/12/2003,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E31238010000000000000052924318046,DE0001815676100000000000000529243,Ja,,,,,,,0,2150681,2019
0723206209,54610,Büdesheim,RP,WIN,MS,1800,regelbar und abrufbar nach § 6 EEG Abs.1,15/09/2004,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E31238010000000000000053202101080,DE0001815461000000000000000532021,Ja,,,,,,,0,2525016,2019
0723306232,54597,Ormont,RP,WIN,MS,1000,regelbar nach § 6 EEG Abs. 1 und Vorraussetzung nach § 3 MaPrV erfüllt,12/11/2003,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E31238010000000000000053249301550,DE0001815459700000000000000532493,Ja,,,,,,,0,1028982,2019
0723306232,54597,Ormont,RP,WIN,MS,1000,regelbar nach § 6 EEG Abs. 1 und Vorraussetzung nach § 3 MaPrV erfüllt,12/11/2003,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E31238010000000000000053249318044,DE0001815459700000000000000532493,Ja,,,,,,,0,1028982,2019
0723206223,54597,Fleringen,RP,WIN,MS,1500,regelbar und abrufbar nach § 6 EEG Abs.1,18/12/2003,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E31238010000000000000053360400560,DE0001815459700000000000000533604,Ja,,,,,,GEÄNDERT,0,2270519,2019
0723206223,54597,Fleringen,RP,WIN,MS,1500,regelbar und abrufbar nach § 6 EEG Abs.1,18/12/2003,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E31238010000000000000053360424873,DE0001815459700000000000000533604,Ja,,,,,,GEÄNDERT,0,2270519,2019
0723206288,54597,Olzheim,RP,WIN,MS,1500,regelbar und abrufbar nach § 6 EEG Abs.1,28/12/2003,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E31238010000000000000053361901087,DE0001815459700000000000000533619,Ja,,,,,,GEÄNDERT,0,2089737,2019
0723205128,54673,Uppershausen,RP,WIN,MS,1800,regelbar und abrufbar nach § 6 EEG Abs.1,13/03/2004,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E31238010000000000000054522000390,DE0001815467300000000000000545220,Ja,,,,,,,0,3057470,2019
0723208071,54655,Kyllburgweiler,RP,WIN,MS,2000,regelbar und abrufbar nach § 6 EEG Abs.1,16/03/2004,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E31238010000000000000054956500775,DE0001815465500000000000000549565,Ja,,,,,,,0,2818963,2019
0723208071,54655,Kyllburgweiler,RP,WIN,MS,2000,regelbar und abrufbar nach § 6 EEG Abs.1,28/03/2004,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E31238010000000000000054956524869,DE0001815465500000000000000549565,Ja,,,,,,,0,2818963,2019
0723208071,54655,Kyllburgweiler,RP,WIN,MS,2000,regelbar und abrufbar nach § 6 EEG Abs.1,12/03/2004,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E31238010000000000000054956524870,DE0001815465500000000000000549565,Ja,,,,,,,0,2818963,2019
0723208071,54655,Kyllburgweiler,RP,WIN,MS,2000,regelbar und abrufbar nach § 6 EEG Abs.1,12/03/2004,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E31238010000000000000054956524871,DE0001815465500000000000000549565,Ja,,,,,,,0,2818963,2019
0723206226,54595,Weinsheim,RP,WIN,MS,1800,regelbar und abrufbar nach § 6 EEG Abs.1,23/12/2003,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E31238010000000000000055084501543,DE0001815459500000000000000550845,Ja,,,,,,,0,2718529,2019
0723206226,54595,Weinsheim,RP,WIN,MS,1800,regelbar und abrufbar nach § 6 EEG Abs.1,30/03/2004,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E31238010000000000000055084518903,DE0001815459500000000000000550845,Ja,,,,,,,0,2722145,2019
0723206226,54595,Weinsheim,RP,WIN,MS,2300,regelbar und abrufbar nach § 6 EEG Abs.1,27/07/2012,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E31238010000000000000055084518905,DE0001815459500000000000000550845,Ja,,,,,,,0,3910350,2019
0723206302,54597,Roth,RP,WIN,HS,1500,regelbar nach § 6 EEG Abs. 1 und Vorraussetzung nach § 3 MaPrV erfüllt,11/05/2005,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E31238010000000000000055549227987,DE0001815459700000000000000555492,Ja,,,,,,,0,2385455,2019
0723206302,54597,Roth,RP,WIN,HS,1500,regelbar nach § 6 EEG Abs. 1 und Vorraussetzung nach § 3 MaPrV erfüllt,11/05/2005,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E31238010000000000000055549250890,DE0001815459700000000000000555492,Ja,,,,,,,0,2385455,2019
0723206302,54597,Roth,RP,WIN,HS,1500,regelbar nach § 6 EEG Abs. 1 und Vorraussetzung nach § 3 MaPrV erfüllt,26/05/2005,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E31238010000000000000055549250891,DE0001815459700000000000000555492,Ja,,,,,,,0,2385455,2019
0723206302,54597,Roth,RP,WIN,HS,1500,regelbar nach § 6 EEG Abs. 1 und Vorraussetzung nach § 3 MaPrV erfüllt,01/06/2005,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E31238010000000000000055549250892,DE0001815459700000000000000555492,Ja,,,,,,,0,2385455,2019
0723206302,54597,Roth,RP,WIN,HS,1500,regelbar nach § 6 EEG Abs. 1 und Vorraussetzung nach § 3 MaPrV erfüllt,02/06/2005,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E31238010000000000000055549250893,DE0001815459700000000000000555492,Ja,,,,,,,0,1968466,2019
0723206302,54597,Roth,RP,WIN,HS,1500,regelbar nach § 6 EEG Abs. 1 und Vorraussetzung nach § 3 MaPrV erfüllt,02/06/2005,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E31238010000000000000055549250894,DE0001815459700000000000000555492,Ja,,,,,,,0,2385455,2019
0723206302,54597,Roth,RP,WIN,HS,1500,regelbar nach § 6 EEG Abs. 1 und Vorraussetzung nach § 3 MaPrV erfüllt,09/06/2005,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E31238010000000000000055549250895,DE0001815459700000000000000555492,Ja,,,,,,,0,2385455,2019
0723206302,54597,Roth,RP,WIN,HS,1500,regelbar nach § 6 EEG Abs. 1 und Vorraussetzung nach § 3 MaPrV erfüllt,11/06/2005,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E31238010000000000000055549250896,DE0001815459700000000000000555492,Ja,,,,,,,0,1968466,2019
0723206302,54597,Roth,RP,WIN,HS,1500,regelbar nach § 6 EEG Abs. 1 und Vorraussetzung nach § 3 MaPrV erfüllt,16/06/2005,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E31238010000000000000055549250897,DE0001815459700000000000000555492,Ja,,,,,,,0,1968466,2019
0723206302,54597,Roth,RP,WIN,HS,1500,regelbar nach § 6 EEG Abs. 1 und Vorraussetzung nach § 3 MaPrV erfüllt,23/06/2005,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E31238010000000000000055549250898,DE0001815459700000000000000555492,Ja,,,,,,,0,1968466,2019
0723206302,54597,Roth,RP,WIN,HS,1500,regelbar nach § 6 EEG Abs. 1 und Vorraussetzung nach § 3 MaPrV erfüllt,23/06/2005,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E31238010000000000000055549250899,DE0001815459700000000000000555492,Ja,,,,,,,0,1968466,2019
0723206302,54597,Roth,RP,WIN,HS,1500,regelbar nach § 6 EEG Abs. 1 und Vorraussetzung nach § 3 MaPrV erfüllt,28/06/2005,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E31238010000000000000055549250900,DE0001815459700000000000000555492,Ja,,,,,,,0,1968466,2019
0723206302,54597,Roth,RP,WIN,HS,1500,regelbar nach § 6 EEG Abs. 1 und Vorraussetzung nach § 3 MaPrV erfüllt,29/06/2005,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E31238010000000000000055549250901,DE0001815459700000000000000555492,Ja,,,,,,,0,1968466,2019
0723206302,54597,Roth,RP,WIN,HS,1500,regelbar nach § 6 EEG Abs. 1 und Vorraussetzung nach § 3 MaPrV erfüllt,30/06/2005,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E31238010000000000000055549250903,DE0001815459700000000000000555492,Ja,,,,,,,0,1968466,2019
0723206302,54597,Roth,RP,WIN,HS,1500,regelbar nach § 6 EEG Abs. 1 und Vorraussetzung nach § 3 MaPrV erfüllt,06/07/2005,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E31238010000000000000055549250904,DE0001815459700000000000000555492,Ja,,,,,,,0,1968466,2019
0723206302,54597,Roth,RP,WIN,HS,2000,regelbar nach § 6 EEG Abs. 1 und Vorraussetzung nach § 3 MaPrV erfüllt,19/12/2006,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E31238010000000000000055549250905,DE0001815459700000000000000555492,Ja,,,,,,,0,3062834,2019
0723206302,54597,Roth,RP,WIN,HS,2000,regelbar nach § 6 EEG Abs. 1 und Vorraussetzung nach § 3 MaPrV erfüllt,29/12/2006,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E31238010000000000000055549250907,DE0001815459700000000000000555492,Ja,,,,,,,0,2550837,2019
0723206302,54597,Roth,RP,WIN,HS,2000,regelbar nach § 6 EEG Abs. 1 und Vorraussetzung nach § 3 MaPrV erfüllt,21/12/2006,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E31238010000000000000055549250908,DE0001815459700000000000000555492,Ja,,,,,,,0,3062834,2019
0723206302,54597,Roth,RP,WIN,HS,2000,regelbar nach § 6 EEG Abs. 1 und Vorraussetzung nach § 3 MaPrV erfüllt,27/12/2006,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E31238010000000000000055549250909,DE0001815459700000000000000555492,Ja,,,,,,,0,3062834,2019
0723206302,54597,Roth,RP,WIN,HS,1500,regelbar nach § 6 EEG Abs. 1 und Vorraussetzung nach § 3 MaPrV erfüllt,18/02/2007,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E31238010000000000000055549250910,DE0001815459700000000000000555492,Ja,,,,,,,0,2501972,2019
0723206302,54597,Roth,RP,WIN,HS,1500,regelbar nach § 6 EEG Abs. 1 und Vorraussetzung nach § 3 MaPrV erfüllt,10/10/2007,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E31238010000000000000055549250911,DE0001815459700000000000000555492,Ja,,,,,,,0,2385455,2019
0723206302,54597,Roth,RP,WIN,HS,1500,regelbar nach § 6 EEG Abs. 1 und Vorraussetzung nach § 3 MaPrV erfüllt,11/10/2007,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E31238010000000000000055549250913,DE0001815459700000000000000555492,Ja,,,,,,,0,2385455,2019
0723206302,54597,Roth,RP,WIN,HS,1500,regelbar nach § 6 EEG Abs. 1 und Vorraussetzung nach § 3 MaPrV erfüllt,17/10/2007,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E31238010000000000000055549250914,DE0001815459700000000000000555492,Ja,,,,,,,0,2385455,2019
0723201221,54597,Euscheid,RP,WIN,HS,2300,regelbar und abrufbar nach § 6 EEG Abs.1,21/12/2005,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E31238010000000000000056095100950,DE0001815459700000000000000560951,Ja,,,,,,,0,2443568,2019
0723201221,54597,Euscheid,RP,WIN,HS,1300,regelbar und abrufbar nach § 6 EEG Abs.1,08/12/2005,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E31238010000000000000056095101562,DE0001815459700000000000000560951,Ja,,,,,,,0,1426133,2019
0723201221,54597,Euscheid,RP,WIN,HS,2300,regelbar und abrufbar nach § 6 EEG Abs.1,18/12/2005,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E31238010000000000000056095101563,DE0001815459700000000000000560951,Ja,,,,,,,0,2443568,2019
0723201221,54597,Euscheid,RP,WIN,HS,2300,regelbar und abrufbar nach § 6 EEG Abs.1,28/12/2005,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E31238010000000000000056095150931,DE0001815459700000000000000560951,Ja,,,,,,,0,2443568,2019
0723201221,54597,Euscheid,RP,WIN,HS,1300,regelbar und abrufbar nach § 6 EEG Abs.1,30/12/2005,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E31238010000000000000056095150932,DE0001815459700000000000000560951,Ja,,,,,,,0,1426133,2019
0723201221,54597,Euscheid,RP,WIN,HS,2300,regelbar und abrufbar nach § 6 EEG Abs.1,31/12/2005,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E31238010000000000000056095150933,DE0001815459700000000000000560951,Ja,,,,,,,0,2914676,2019
0723201221,54597,Euscheid,RP,WIN,HS,2300,regelbar und abrufbar nach § 6 EEG Abs.1,02/02/2006,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E31238010000000000000056095150935,DE0001815459700000000000000560951,Ja,,,,,,,0,2914676,2019
0723201221,54597,Euscheid,RP,WIN,HS,2300,regelbar und abrufbar nach § 6 EEG Abs.1,02/02/2006,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E31238010000000000000056095150936,DE0001815459700000000000000560951,Ja,,,,,,,0,2914676,2019
0723201221,54597,Euscheid,RP,WIN,HS,2300,regelbar und abrufbar nach § 6 EEG Abs.1,06/02/2006,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E31238010000000000000056095150937,DE0001815459700000000000000560951,Ja,,,,,,,0,2914676,2019
0723201221,54597,Euscheid,RP,WIN,HS,2300,regelbar und abrufbar nach § 6 EEG Abs.1,06/02/2006,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E31238010000000000000056095150938,DE0001815459700000000000000560951,Ja,,,,,,,0,2914676,2019
0723201221,54597,Euscheid,RP,WIN,HS,2300,regelbar und abrufbar nach § 6 EEG Abs.1,10/02/2006,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E31238010000000000000056095150939,DE0001815459700000000000000560951,Ja,,,,,,,0,3003139,2019
0723201221,54597,Euscheid,RP,WIN,HS,2300,regelbar und abrufbar nach § 6 EEG Abs.1,12/02/2006,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E31238010000000000000056095150940,DE0001815459700000000000000560951,Ja,,,,,,,0,3003139,2019
0723201221,54597,Euscheid,RP,WIN,HS,2300,regelbar und abrufbar nach § 6 EEG Abs.1,02/02/2006,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E31238010000000000000056095150941,DE0001815459700000000000000560951,Ja,,,,,,,0,2443568,2019
0723201221,54597,Euscheid,RP,WIN,HS,2300,regelbar und abrufbar nach § 6 EEG Abs.1,04/11/2006,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E31238010000000000000056095150942,DE0001815459700000000000000560951,Ja,,,,,,,0,3003136,2019
0723201221,54597,Euscheid,RP,WIN,HS,2300,regelbar und abrufbar nach § 6 EEG Abs.1,08/12/2006,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E31238010000000000000056095150943,DE0001815459700000000000000560951,Ja,,,,,,,0,3003136,2019
0723301046,54558,Mückeln,RP,WIN,MS,1000,regelbar und abrufbar nach § 6 EEG Abs.1,09/09/2004,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E31238010000000000000057584501030,DE0001815455800000000000000575845,Ja,,,,,,,0,1659281,2019
0723508062,54441,Kirf,RP,WIN,MS,1500,regelbar und abrufbar nach § 6 EEG Abs.1,22/12/2004,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E31238010000000000000059508601130,DE0001815444100000000000000595086,Ja,,,,,,,0,3032203,2019
0723301061,54552,Sarmersbach,RP,WIN,MS,2000,regelbar und abrufbar nach § 6 EEG Abs.1,17/12/2004,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E31238010000000000000060000801065,DE0001815455200000000000000600008,Ja,,,,,,,0,2871295,2019
0723301061,54552,Sarmersbach,RP,WIN,MS,2000,regelbar und abrufbar nach § 6 EEG Abs.1,21/12/2004,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E31238010000000000000060000813188,DE0001815455200000000000000600008,Ja,,,,,,,0,2871295,2019
0723301061,54552,Sarmersbach,RP,WIN,MS,2000,regelbar und abrufbar nach § 6 EEG Abs.1,28/12/2004,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E31238010000000000000060000813189,DE0001815455200000000000000600008,Ja,,,,,,,0,2871295,2019
0723301061,54552,Sarmersbach,RP,WIN,MS,2000,regelbar und abrufbar nach § 6 EEG Abs.1,16/12/2004,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E31238010000000000000060002101148,DE0001815455200000000000000600021,Ja,,,,,,,0,2834883,2019
0723301061,54552,Sarmersbach,RP,WIN,MS,2000,regelbar und abrufbar nach § 6 EEG Abs.1,30/12/2004,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E31238010000000000000060002113190,DE0001815455200000000000000600021,Ja,,,,,,,0,2834883,2019
0723208502,54646,Hisel,RP,WIN,MS,600,regelbar und abrufbar nach § 6 EEG Abs.1,25/01/2005,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E31238010000000000000060028100621,DE0001815464600000000000000600281,Ja,,,,,,,0,832779,2019
0723208048,54636,Heilenbach,RP,WIN,MS,2000,regelbar und abrufbar nach § 6 EEG Abs.1,05/03/2005,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E31238010000000000000060638000677,DE0001815463400000000000000606380,Ja,,,,,,,0,2166963,2019
0723208048,54636,Heilenbach,RP,WIN,MS,2000,regelbar und abrufbar nach § 6 EEG Abs.1,01/03/2005,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E31238010000000000000060638009839,DE0001815463400000000000000606380,Ja,,,,,,,0,1697045,2019
0723208048,54636,Heilenbach,RP,WIN,MS,2000,regelbar und abrufbar nach § 6 EEG Abs.1,03/02/2005,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E31238010000000000000060638014133,DE0001815463400000000000000606380,Ja,,,,,,,0,1511661,2019
0723208048,54636,Heilenbach,RP,WIN,MS,2000,regelbar und abrufbar nach § 6 EEG Abs.1,31/12/2004,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E31238010000000000000060638018544,DE0001815463400000000000000606380,Ja,,,,,,,0,2051869,2019
